Year,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
210,"4,792.00","6,561.50","8,984.41","12,243.16","16,611.59","22,285.33","29,853.89","39,303.59","50,464.79","61,987.23","71,668.75","79,397.35","86,253.08","89,220.18","90,000.48","87,763.00","85,009.47","80,065.32","81,020.69","79,903.65","82,854.29","84,044.98","85,871.03","86,334.37","86,975.41","85,690.93","85,819.23","83,004.26","82,085.87","79,278.16","78,300.73"
211,"4,792.00","6,555.39","8,967.68","12,168.67","16,485.91","22,222.06","29,308.92","38,327.83","47,438.12","55,789.12","65,235.94","72,636.34","79,589.53","86,049.23","89,092.51","90,794.03","90,533.58","91,594.42","91,827.15","93,789.00","94,296.35","92,660.53","93,096.49","87,497.86","86,186.87","81,531.53","81,772.85","78,774.59","80,971.60","82,253.08","81,963.02"
212,"4,792.00","6,551.39","8,956.74","12,177.90","16,466.02","22,193.26","29,526.19","38,991.34","49,686.56","60,524.26","70,275.41","79,226.24","83,307.70","86,971.92","86,147.17","87,220.89","87,741.39","88,703.96","89,638.40","89,071.32","88,099.61","87,592.08","88,757.42","89,624.78","89,353.84","88,892.53","87,567.31","87,098.90","86,613.57","84,002.88","85,124.49"
213,"4,792.00","6,569.57","9,006.53","12,248.99","16,631.50","22,322.88","29,591.64","38,358.26","48,087.20","57,377.85","66,418.69","74,636.02","78,491.50","82,539.58","83,891.31","84,681.73","86,877.76","85,887.81","84,757.50","85,550.45","84,451.77","87,213.77","87,245.66","89,253.94","85,950.37","87,661.45","86,864.52","85,895.56","88,137.14","87,540.58","89,440.10"
214,"4,792.00","6,556.91","8,971.84","12,219.89","16,455.04","22,227.82","29,473.45","38,595.53","48,161.87","57,730.89","65,987.54","73,950.48","80,281.38","83,720.63","85,189.74","84,832.92","81,717.39","83,271.51","83,768.86","87,071.89","88,271.22","89,848.10","90,039.99","87,002.26","87,223.26","85,901.61","86,539.91","88,735.85","90,170.47","92,172.04","90,165.44"
215,"4,792.00","6,552.80","8,960.60","12,198.99","16,459.04","22,024.04","29,297.56","37,732.62","46,863.69","55,816.34","63,388.88","68,869.76","75,552.00","78,101.93","83,447.72","83,977.15","84,190.40","84,557.30","83,598.80","86,123.99","85,419.56","86,834.18","87,180.49","87,413.16","88,924.78","90,861.59","92,348.29","91,239.21","93,061.63","89,198.76","88,466.50"
216,"4,792.00","6,559.70","8,979.49","12,245.88","16,578.25","22,258.86","29,673.76","38,684.37","49,576.68","59,636.50","69,886.68","78,877.29","85,978.13","89,437.20","91,751.81","91,138.42","91,214.04","88,770.73","89,266.08","86,090.40","87,071.99","86,287.86","87,480.24","89,777.43","89,217.35","88,142.99","87,844.05","87,677.92","87,617.16","86,123.03","87,347.20"
217,"4,792.00","6,554.65","8,965.65","12,235.22","16,627.06","22,174.03","29,652.09","38,066.80","48,662.06","58,551.38","68,383.40","74,401.98","79,137.52","81,108.03","82,653.34","84,471.90","84,575.49","85,805.06","87,323.66","85,368.79","85,248.14","85,521.75","81,515.10","83,915.85","81,524.51","82,098.72","81,753.26","83,614.81","84,983.08","85,089.18","85,575.55"
218,"4,792.00","6,542.09","8,931.33","12,187.12","16,413.35","22,038.09","29,092.92","38,222.82","47,520.85","56,973.23","65,112.67","72,037.43","77,150.27","80,849.96","85,324.11","86,515.30","89,358.39","87,939.00","86,547.14","86,865.74","85,180.31","86,674.57","83,880.31","85,448.76","81,176.98","80,914.86","79,179.40","78,287.01","76,976.42","75,546.86","76,188.44"
219,"4,792.00","6,566.16","8,997.17","12,293.66","16,694.51","22,518.40","29,811.51","39,153.23","48,982.20","58,133.17","67,533.26","74,707.41","81,578.49","84,628.12","85,953.15","85,535.06","85,616.01","86,297.70","88,462.38","89,255.85","88,022.12","85,166.09","84,583.57","82,482.08","81,076.22","82,562.33","78,973.62","78,694.47","76,120.71","76,947.65","75,123.49"
220,"4,792.00","6,555.87","8,968.99","12,220.27","16,569.47","22,169.47","29,602.85","38,164.49","47,873.48","57,744.08","66,477.19","74,544.27","82,010.94","85,662.60","88,258.76","87,881.01","89,274.84","86,291.96","84,753.64","81,631.34","81,460.88","78,880.97","78,967.32","80,103.02","80,514.72","84,597.00","85,686.91","86,597.63","88,456.31","87,202.84","90,147.87"
221,"4,792.00","6,573.77","9,018.05","12,239.89","16,482.08","22,083.63","29,107.69","37,555.58","47,038.21","56,449.47","65,192.78","74,823.25","80,044.09","86,314.29","87,637.23","91,247.41","91,069.50","93,983.12","94,535.36","94,600.65","94,966.01","91,828.24","92,886.33","91,711.90","92,594.24","91,056.32","88,690.73","83,941.36","81,510.16","80,466.66","79,752.84"
222,"4,792.00","6,566.49","8,998.08","12,221.06","16,446.89","22,183.51","29,429.48","38,341.49","47,330.76","55,259.19","63,275.75","70,028.25","76,911.45","81,404.18","82,851.78","81,899.81","79,034.62","76,680.97","77,027.77","78,508.11","82,007.09","85,648.20","87,242.77","89,362.94","90,730.02","93,051.01","92,997.18","92,605.00","90,666.32","87,124.76","83,892.84"
223,"4,792.00","6,537.08","8,917.66","12,162.48","16,432.84","22,097.52","29,169.89","38,559.14","47,389.34","58,083.99","67,349.82","76,732.80","83,887.21","90,427.87","91,482.35","91,851.27","92,138.27","91,363.97","93,197.36","90,216.73","88,883.14","84,165.90","80,246.39","79,657.76","76,149.61","77,533.70","75,625.14","76,008.85","77,837.94","77,802.35","81,307.36"
224,"4,792.00","6,567.19","8,999.99","12,252.36","16,518.05","22,237.71","29,720.29","38,707.68","49,413.01","58,409.14","68,719.72","76,229.60","84,642.01","90,375.38","93,504.86","94,699.87","92,231.19","89,516.92","87,063.57","86,226.47","87,316.82","88,222.80","89,372.42","88,797.66","87,148.74","86,429.20","82,426.46","81,962.23","80,712.30","81,844.86","83,326.42"
225,"4,792.00","6,557.51","8,973.49","12,210.58","16,562.68","22,352.02","29,505.76","38,750.45","48,119.47","58,565.25","68,866.29","76,159.99","84,338.09","85,292.00","87,292.37","88,679.80","85,217.71","86,452.37","84,125.35","83,629.57","83,059.39","83,312.07","80,943.23","80,149.57","80,221.80","79,475.65","82,076.25","83,063.08","82,640.70","83,714.36","82,753.46"
226,"4,792.00","6,539.38","8,923.93","12,141.95","16,502.66","22,288.83","29,787.19","39,046.08","49,842.10","59,315.80","68,898.29","75,629.59","81,274.34","83,499.18","83,410.10","83,076.20","79,952.21","79,065.33","76,009.70","76,006.92","74,779.35","76,106.48","77,375.48","80,186.30","80,513.59","80,884.80","78,859.50","79,614.59","78,714.88","81,432.97","81,768.61"
227,"4,792.00","6,573.74","9,017.95","12,265.39","16,600.93","22,257.05","29,796.86","39,159.71","50,732.40","62,354.95","74,110.02","80,223.67","85,961.53","85,428.55","86,844.03","85,210.78","86,500.77","84,849.18","83,300.54","80,478.81","78,600.05","78,706.32","77,448.11","77,707.89","79,212.38","80,212.28","82,765.28","82,821.03","83,577.44","83,819.06","84,457.64"
228,"4,792.00","6,540.19","8,926.15","12,182.79","16,540.91","22,152.83","29,681.19","38,227.22","48,906.70","57,588.85","66,969.46","73,860.28","80,131.98","83,971.93","88,136.26","89,509.45","91,127.71","91,951.35","89,841.66","89,941.66","88,796.44","88,614.40","88,277.26","88,311.13","87,939.44","85,991.07","83,725.94","81,720.74","81,232.08","80,730.75","83,820.83"
229,"4,792.00","6,562.29","8,986.57","12,261.88","16,545.14","22,221.27","29,224.73","38,638.12","48,117.94","58,507.24","67,155.22","72,673.94","75,093.80","78,132.42","79,080.94","81,424.95","83,594.31","86,518.82","87,371.57","86,443.13","86,908.45","86,522.91","87,983.23","87,939.82","89,895.83","89,862.92","90,980.78","88,485.22","87,355.31","83,582.37","83,662.73"
230,"4,792.00","6,556.24","8,970.01","12,223.93","16,559.00","22,277.88","29,703.52","39,048.14","49,293.56","59,158.29","68,687.84","74,428.80","81,738.94","82,247.81","84,136.78","84,187.07","83,414.95","83,259.28","84,335.42","84,834.91","86,846.47","89,030.49","91,030.47","92,712.56","91,735.12","93,262.93","89,461.13","87,181.86","85,857.98","84,707.59","83,192.52"
231,"4,792.00","6,543.90","8,936.28","12,206.80","16,593.10","22,323.08","29,509.93","38,903.56","48,904.69","58,814.00","70,044.09","77,804.00","85,395.04","90,850.06","94,886.18","96,193.23","97,161.41","94,889.89","91,506.48","87,617.18","84,920.53","84,078.41","84,463.17","84,628.01","87,158.30","84,791.29","85,191.27","83,062.51","82,408.03","83,840.26","85,622.73"
232,"4,792.00","6,568.95","9,004.82","12,278.84","16,609.67","22,364.11","29,724.73","38,784.77","48,908.41","58,617.98","68,510.91","75,741.28","79,799.67","84,161.16","84,476.71","87,045.85","84,858.84","83,148.30","83,286.83","80,012.04","80,360.65","79,034.21","79,135.98","79,786.56","78,686.35","79,634.43","80,006.27","78,865.56","79,543.50","79,156.88","81,077.72"
233,"4,792.00","6,571.09","9,010.70","12,301.17","16,679.88","22,284.17","29,679.76","38,186.84","48,252.35","57,493.76","65,604.39","71,804.17","76,703.28","79,203.12","81,745.22","83,006.01","84,820.47","86,051.07","88,122.33","88,113.57","88,188.26","87,649.89","85,724.42","83,219.28","81,844.81","78,894.74","80,454.32","81,369.85","82,921.47","82,313.00","83,424.56"
234,"4,792.00","6,552.47","8,959.68","12,206.39","16,427.39","21,975.08","29,403.95","38,054.43","48,971.76","58,013.15","67,376.21","73,919.85","78,179.05","81,213.62","81,868.63","81,599.03","80,498.33","79,602.43","78,034.45","79,941.71","78,880.93","82,844.24","84,768.06","85,606.19","86,252.69","86,720.14","87,385.90","88,821.21","87,074.45","88,665.88","84,659.54"
235,"4,792.00","6,546.85","8,944.32","12,175.48","16,552.14","22,305.92","29,499.25","39,079.78","47,946.88","57,932.83","66,465.33","71,567.53","79,298.27","79,950.00","85,390.51","87,287.09","91,224.89","94,303.54","94,429.59","94,661.25","93,776.78","92,849.29","90,282.24","89,840.68","86,451.33","87,905.62","88,014.18","87,705.36","86,919.45","86,527.51","84,003.57"
236,"4,792.00","6,571.39","9,011.52","12,307.21","16,736.57","22,546.47","30,211.08","39,417.68","50,516.61","60,193.07","70,311.67","79,202.53","87,123.03","92,890.60","95,778.14","96,361.11","94,130.54","93,273.93","92,068.80","89,480.51","89,038.76","87,641.60","88,733.32","89,639.30","88,993.72","90,198.31","85,623.36","83,834.65","82,199.57","82,184.00","83,352.92"
237,"4,792.00","6,573.70","9,017.85","12,280.67","16,585.78","22,157.47","29,263.10","37,432.41","46,503.02","55,257.41","62,661.83","70,891.13","75,566.38","79,537.30","81,528.34","84,036.48","83,108.12","86,580.76","86,414.50","89,052.69","89,261.25","89,354.08","86,965.53","85,759.40","85,612.57","85,187.66","88,293.24","89,600.69","88,518.31","87,735.69","86,395.34"
238,"4,792.00","6,540.10","8,925.90","12,182.17","16,568.79","22,353.93","29,472.88","39,013.87","48,393.70","59,189.59","67,791.32","76,171.57","81,075.74","86,385.84","87,533.10","90,261.09","86,669.29","88,142.32","86,690.92","84,848.70","84,624.48","84,811.20","86,194.04","87,889.78","89,311.77","88,598.43","88,498.12","87,683.06","86,197.15","86,655.74","85,579.11"
239,"4,792.00","6,563.36","8,989.49","12,214.11","16,601.96","22,382.28","29,886.85","39,092.98","48,855.03","57,744.95","66,398.25","73,912.68","81,855.34","84,682.09","88,237.85","88,992.78","90,974.29","91,842.72","92,813.35","91,387.31","90,388.48","89,630.12","88,762.70","86,638.29","86,859.66","87,118.46","84,920.14","86,145.96","84,538.46","84,296.92","81,759.45"
240,"4,792.00","6,559.81","8,979.77","12,234.00","16,626.22","22,304.09","29,852.90","38,473.33","49,585.91","58,091.04","66,173.53","72,573.40","74,309.00","78,490.39","78,663.00","81,758.01","82,153.23","85,250.04","85,801.82","86,827.52","87,681.60","86,831.13","85,268.74","85,361.15","82,118.90","82,650.45","82,921.21","81,296.55","83,735.69","82,944.86","85,685.51"
241,"4,792.00","6,556.49","8,970.69","12,219.68","16,612.73","22,447.79","29,950.74","39,236.36","50,307.46","59,476.91","67,990.75","72,062.36","76,945.97","79,563.53","82,349.43","85,808.75","85,590.24","86,580.22","85,791.88","82,621.76","83,839.98","82,050.95","84,515.65","86,561.66","87,217.69","89,480.81","88,998.28","87,111.79","86,293.53","85,476.25","86,624.76"
242,"4,792.00","6,555.60","8,968.26","12,246.30","16,609.48","22,310.55","29,511.49","38,890.84","47,875.03","57,989.21","65,732.48","73,299.10","78,938.31","84,699.67","87,637.04","89,099.82","89,652.02","89,457.54","87,841.29","86,132.08","85,511.60","84,323.51","84,050.40","84,453.10","85,757.54","84,634.01","86,123.63","83,102.22","81,268.22","78,427.28","75,413.38"
243,"4,792.00","6,536.33","8,915.60","12,145.42","16,473.15","22,224.85","29,606.87","39,181.78","49,353.08","60,266.43","69,050.62","75,216.41","81,212.75","83,178.11","86,326.43","88,654.06","89,370.40","91,514.54","90,846.52","88,890.00","85,681.65","85,004.54","81,547.54","82,209.90","81,572.69","82,704.88","83,364.03","86,042.11","87,954.34","90,710.22","90,784.99"
244,"4,792.00","6,556.14","8,969.74","12,181.87","16,430.06","22,143.92","29,213.30","38,201.13","47,049.64","56,406.29","65,209.86","73,294.83","80,333.93","82,642.93","84,048.82","81,038.26","81,551.67","77,943.73","77,442.28","77,888.69","76,574.27","78,917.73","79,449.77","81,226.44","80,765.06","83,333.48","84,046.70","83,726.49","85,565.88","84,680.47","85,180.32"
245,"4,792.00","6,571.92","9,012.97","12,302.67","16,656.06","22,302.61","29,426.98","38,401.77","47,306.26","56,426.14","65,154.22","71,429.61","78,585.59","84,009.22","88,967.04","90,786.63","89,380.32","88,046.69","83,479.75","84,124.56","82,007.98","83,319.85","84,486.93","85,348.86","87,027.59","85,368.52","83,183.50","81,809.21","80,078.56","81,223.31","79,432.58"
246,"4,792.00","6,551.92","8,958.18","12,225.64","16,449.89","21,984.67","28,960.18","37,735.82","47,012.46","57,810.27","67,620.16","76,044.17","83,281.02","88,481.83","90,631.61","91,348.68","89,404.90","88,695.30","87,802.12","87,723.08","87,294.86","87,004.97","88,134.19","89,532.68","91,254.04","90,385.11","89,925.70","86,087.60","84,403.17","82,108.11","79,405.73"
247,"4,792.00","6,572.82","9,015.42","12,317.58","16,661.91","22,495.72","29,858.27","38,809.58","48,601.59","57,699.86","66,663.76","74,356.76","79,650.28","83,049.95","84,991.94","86,228.16","87,609.89","90,065.20","91,839.90","92,257.24","92,895.63","93,337.91","90,113.33","90,625.59","88,993.77","89,780.34","91,828.31","89,572.95","91,797.48","88,903.38","87,721.06"
248,"4,792.00","6,533.93","8,909.05","12,082.58","16,312.52","21,776.36","28,957.27","37,545.33","46,755.14","57,201.06","66,603.55","73,143.71","82,173.61","83,402.45","85,334.10","86,307.50","85,124.38","87,150.77","84,762.92","86,823.68","87,181.49","89,903.43","91,369.23","90,151.93","88,286.83","84,622.66","82,615.97","81,113.31","81,799.72","81,525.76","81,534.06"
249,"4,792.00","6,569.33","9,005.87","12,296.28","16,686.08","22,311.24","29,497.54","38,315.95","48,197.22","59,260.21","69,833.20","78,714.57","84,446.12","89,487.87","91,743.26","95,609.59","93,229.38","93,476.78","88,322.28","88,503.54","84,213.52","82,574.86","83,076.01","81,385.90","82,487.42","80,892.34","80,825.55","78,363.16","80,521.56","79,641.33","79,536.14"
250,"4,792.00","6,549.02","8,950.26","12,208.62","16,516.36","22,224.88","29,464.12","38,611.24","48,395.61","58,136.84","65,833.51","73,228.55","77,419.36","80,786.99","81,790.22","80,696.59","77,873.47","77,348.38","78,066.98","80,560.32","81,540.76","84,320.09","82,567.69","85,499.76","83,327.72","82,403.22","81,788.52","82,173.79","83,539.00","87,376.39","90,106.25"
251,"4,792.00","6,573.29","9,016.74","12,249.45","16,601.35","22,304.05","29,535.90","38,800.70","49,055.66","60,068.93","70,933.88","81,126.26","87,050.30","93,240.61","96,577.71","98,290.81","98,522.72","97,610.42","97,452.35","93,671.65","91,896.05","87,450.76","85,650.73","84,677.77","82,456.33","82,441.84","80,727.54","81,545.33","82,952.96","85,320.65","86,083.62"
252,"4,792.00","6,548.80","8,949.67","12,218.18","16,598.76","22,399.83","29,681.20","39,345.40","49,279.92","60,397.30","69,995.17","77,950.96","83,017.26","88,585.98","89,007.87","88,874.41","88,246.63","84,589.74","84,285.99","81,390.19","78,898.84","79,838.54","79,339.02","82,369.00","83,119.88","85,129.52","85,972.45","87,304.34","85,918.67","86,914.44","85,016.78"
253,"4,792.00","6,563.19","8,989.04","12,191.16","16,520.14","22,221.98","29,516.89","38,475.88","47,554.62","57,322.96","65,949.62","73,926.45","80,398.09","81,799.37","81,233.62","79,886.46","77,263.48","78,344.79","78,996.50","82,586.64","83,547.97","87,516.54","87,718.67","90,639.00","90,961.78","92,249.07","92,018.41","90,073.73","87,679.65","84,155.83","80,766.04"
254,"4,792.00","6,570.87","9,010.08","12,288.73","16,698.42","22,542.41","30,089.24","39,335.04","50,167.83","59,669.47","67,454.08","74,724.44","78,483.79","80,196.77","80,448.63","79,121.25","79,633.10","79,373.29","79,093.46","81,047.89","79,274.10","79,868.23","79,329.74","78,007.15","77,644.33","78,064.18","76,200.06","76,450.34","77,405.36","75,721.91","78,553.69"
255,"4,792.00","6,556.64","8,971.12","12,227.24","16,519.53","22,280.18","29,672.34","39,143.69","48,734.13","59,508.73","66,522.82","74,006.11","79,695.98","82,017.48","87,259.05","86,667.89","87,975.56","87,942.41","87,314.88","87,417.71","89,143.06","88,549.60","90,891.02","91,143.67","88,777.82","89,466.58","85,717.34","87,142.10","85,955.81","87,744.75","89,640.91"
256,"4,792.00","6,568.50","9,003.59","12,207.76","16,509.59","22,157.96","29,588.26","38,802.84","49,430.72","58,966.21","66,940.04","72,377.93","77,459.25","82,282.30","87,179.97","88,835.45","92,419.02","93,179.33","92,851.18","94,086.83","90,419.92","89,162.58","87,841.46","85,325.32","84,932.79","85,361.66","83,962.26","82,511.49","83,200.21","79,646.24","78,515.33"
257,"4,792.00","6,569.97","9,007.63","12,268.27","16,594.27","22,246.13","29,820.52","38,803.59","50,180.85","60,581.52","71,663.17","80,172.56","85,940.03","91,366.13","89,819.20","93,094.04","87,956.95","89,286.82","86,321.56","84,096.67","83,932.72","83,683.05","85,471.77","88,266.20","89,848.25","90,960.88","92,600.62","91,040.73","90,681.90","89,276.66","88,900.35"
